signature	signatureType	outcome	model	study	Primary	Sequencing	N	Effect_size	SE	95CI_low	95CI_high	Pval
APM_Wang	Signature	OS	COX	Mariathasan	Kidney	TPM	67	0.53	0.35	-0.16	1.21	0.129744924478405
APM_Wang	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-1.05	0.69	-2.41	0.31	0.130571378353234
APM_Wang	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	0.29	0.55	-0.8	1.37	0.603752714134755
APM_Wang	Signature	OS	COX	Miao.1	Kidney	TPM	33	0.03	0.54	-1.03	1.08	0.959665060815022
APM_Wang	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.19	0.4	-0.97	0.59	0.63284642095882
APM_Wang	Signature	OS	COX	Snyder	Ureteral	TPM	25	-0.65	0.56	-1.75	0.45	0.247128774817649
APM_Wang	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-1.15	0.46	-2.05	-0.24	0.0131643304535238
APM_Wang	Signature	PFS	COX	Braun	Kidney	TPM	178	0.03	0.17	-0.31	0.36	0.876702019043303
APM_Wang	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.03	0.61	-1.22	1.17	0.965293740888307
APM_Wang	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.4	0.5	-1.37	0.57	0.422164989176928
APM_Wang	Signature	PFS	COX	Gide	Melanoma	TPM	55	-1.18	0.43	-2.03	-0.33	0.00646188953180817
APM_Wang	Signature	PFS	COX	Jung	Lung	TPM	26	-0.53	0.56	-1.64	0.57	0.344553960488694
APM_Wang	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.48	0.27	-1.02	0.06	0.0793692025550214
APM_Wang	Signature	PFS	COX	Miao.1	Kidney	TPM	33	0	0.95	-1.87	1.87	0.998885873294446
APM_Wang	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-0.71	0.55	-1.78	0.36	0.194518375913509
APM_Wang	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.72	0.42	-1.54	0.1	0.084961015416924
APM_Wang	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.13	0.38	-0.89	0.62	0.727399414526676
APM_Wang	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	-0.07	1.29	-2.65	2.51	0.95428666091941
APM_Wang	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-0.87	0.95	-2.82	0.98	0.36102188638546
APM_Wang	Signature	Response	Log_regression	Gide	Melanoma	TPM	52	-2.18	0.76	-3.81	-0.78	0.00423995517220916
APM_Wang	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	-1.91	1.16	-4.45	0.22	0.100333031744257
APM_Wang	Signature	Response	Log_regression	Jung	Lung	TPM	26	-1.79	1.18	-4.4	0.36	0.12845376529586
APM_Wang	Signature	Response	Log_regression	Kim	Gastric	FPKM	31	-1.82	0.91	-3.82	-0.15	0.046590206458092
APM_Wang	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-0.55	0.46	-1.47	0.35	0.237810794258469
APM_Wang	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	-1.18	0.46	-2.12	-0.3	0.0102077537537915
APM_Wang	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	1.02	0.96	-0.8	3.05	0.286275243189378
APM_Wang	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	2.03	1.16	-0.08	4.61	0.0813243073441748
APM_Wang	Signature	Response	Log_regression	Puch	Melanoma	TPM	49	-2.74	0.99	-4.91	-0.97	0.00545819336132286
APM_Wang	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-0.67	0.91	-2.55	1.1	0.466317429075807
APM_Wang	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-1.02	1.09	-3.34	1.05	0.349707107532021
APM_Wang	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-1.54	0.94	-3.55	0.22	0.100568520875632
APM_Wang	Signature	Response	Log_regression	VanDenEnde	Esophageal	TPM	32	-0.75	0.8	-2.38	0.8	0.346079610560996
B_cell_Budczies	Signature	OS	COX	Braun	Kidney	TPM	178	0.17	0.2	-0.23	0.58	0.393660820949658
B_cell_Budczies	Signature	OS	COX	Fumet.2	Lung	TPM	43	-0.31	0.46	-1.2	0.59	0.502568854299605
B_cell_Budczies	Signature	OS	COX	Hugo	Melanoma	FPKM	27	-0.26	0.71	-1.64	1.13	0.717888430347059
B_cell_Budczies	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.37	0.17	-0.72	-0.03	0.0307207345558341
B_cell_Budczies	Signature	OS	COX	Mariathasan	Kidney	TPM	67	0.01	0.3	-0.58	0.6	0.979030023837022
B_cell_Budczies	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-0.85	0.48	-1.78	0.09	0.075888196462493
B_cell_Budczies	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	0.87	0.52	-0.14	1.89	0.0913590257316407
B_cell_Budczies	Signature	OS	COX	Miao.1	Kidney	TPM	33	0.34	0.39	-0.43	1.11	0.383991090600104
B_cell_Budczies	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-0.34	0.48	-1.29	0.61	0.487384245886481
B_cell_Budczies	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.81	0.32	-1.45	-0.18	0.0123708538146075
B_cell_Budczies	Signature	OS	COX	Snyder	Ureteral	TPM	25	-0.17	0.59	-1.33	1	0.778179906249273
B_cell_Budczies	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-0.84	0.44	-1.71	0.02	0.0549193359664175
B_cell_Budczies	Signature	PFS	COX	Braun	Kidney	TPM	178	0	0.16	-0.32	0.32	0.999955133496732
B_cell_Budczies	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.72	0.42	-1.55	0.11	0.0901289422448533
B_cell_Budczies	Signature	PFS	COX	Jung	Lung	TPM	26	-0.25	0.43	-1.09	0.6	0.564333723517323
B_cell_Budczies	Signature	PFS	COX	Miao.1	Kidney	TPM	33	-0.42	0.79	-1.97	1.14	0.601180456151568
B_cell_Budczies	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-0.06	0.55	-1.13	1.01	0.915308543038401
B_cell_Budczies	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.5	0.39	-1.27	0.27	0.200268969811337
B_cell_Budczies	Signature	Response	Log_regression	Braun	Kidney	TPM	139	0.38	0.4	-0.4	1.18	0.346837067891925
B_cell_Budczies	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-1.42	0.83	-3.15	0.15	0.0854395961308378
B_cell_Budczies	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	-0.57	0.88	-2.38	1.13	0.516124598590115
B_cell_Budczies	Signature	Response	Log_regression	Jung	Lung	TPM	26	-0.15	0.79	-1.76	1.44	0.855154371524453
B_cell_Budczies	Signature	Response	Log_regression	Kim	Gastric	FPKM	31	0	0.8	-1.59	1.62	0.997108367584881
B_cell_Budczies	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	-0.68	0.36	-1.41	0.02	0.059556614157876
B_cell_Budczies	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	-0.95	0.84	-2.72	0.66	0.25970060058057
B_cell_Budczies	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	-0.23	0.79	-1.81	1.35	0.772205263448426
B_cell_Budczies	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	0.16	0.77	-1.36	1.73	0.838784539143893
B_cell_Budczies	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-1.03	0.69	-2.5	0.25	0.131480424312538
B_cell_Budczies	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-0.39	1.05	-2.54	1.69	0.708667936245142
B_cell_Budczies	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-0.6	0.9	-2.45	1.17	0.504091865923785
B_cell_Budczies	Signature	Response	Log_regression	VanDenEnde	Esophageal	TPM	32	0.05	0.76	-1.45	1.58	0.942189530280494
B_cell_Helmink	Signature	OS	COX	Braun	Kidney	TPM	178	-0.16	0.31	-0.77	0.45	0.607350492980509
B_cell_Helmink	Signature	OS	COX	Fumet.2	Lung	TPM	43	-0.6	0.77	-2.11	0.92	0.439440878080591
B_cell_Helmink	Signature	OS	COX	Gide	Melanoma	TPM	55	-0.54	0.87	-2.25	1.17	0.536676256035311
B_cell_Helmink	Signature	OS	COX	Hugo	Melanoma	FPKM	27	1.73	1.62	-1.45	4.91	0.286974596322813
B_cell_Helmink	Signature	OS	COX	Liu	Melanoma	FPKM	121	-0.72	0.58	-1.86	0.41	0.212320394998166
B_cell_Helmink	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.64	0.37	-1.36	0.08	0.0827490347923337
B_cell_Helmink	Signature	OS	COX	Mariathasan	Kidney	TPM	67	0.11	0.67	-1.2	1.41	0.871841169799376
B_cell_Helmink	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-0.52	0.71	-1.91	0.87	0.4631325731064
B_cell_Helmink	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	3.46	1.14	1.24	5.69	0.0023011014215646
B_cell_Helmink	Signature	OS	COX	Miao.1	Kidney	TPM	33	-1.34	1.27	-3.82	1.15	0.291193767005502
B_cell_Helmink	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-0.96	0.9	-2.73	0.82	0.290687984296767
B_cell_Helmink	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.59	0.78	-2.12	0.94	0.451206782065963
B_cell_Helmink	Signature	OS	COX	Snyder	Ureteral	TPM	25	0.25	0.74	-1.2	1.7	0.73190234002055
B_cell_Helmink	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-1.12	0.87	-2.83	0.59	0.198197430874715
B_cell_Helmink	Signature	PFS	COX	Braun	Kidney	TPM	178	-0.41	0.25	-0.9	0.09	0.110588356608144
B_cell_Helmink	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.02	0.77	-1.54	1.5	0.98134962574928
B_cell_Helmink	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-1.06	0.67	-2.38	0.26	0.114641425690594
B_cell_Helmink	Signature	PFS	COX	Gide	Melanoma	TPM	55	-0.54	0.75	-2.01	0.94	0.476332596318317
B_cell_Helmink	Signature	PFS	COX	Jung	Lung	TPM	26	-0.56	1.05	-2.63	1.5	0.593282598204517
B_cell_Helmink	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.74	0.52	-1.76	0.28	0.154288587331176
B_cell_Helmink	Signature	PFS	COX	Snyder	Ureteral	TPM	25	0.04	0.72	-1.37	1.44	0.960814046100882
B_cell_Helmink	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-1.6	0.77	-3.11	-0.09	0.0373791920944993
B_cell_Helmink	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.64	0.6	-1.83	0.53	0.286266201636443
B_cell_Helmink	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	0.45	1.57	-2.58	3.73	0.774695338953311
B_cell_Helmink	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-1.8	1.41	-4.74	0.9	0.20120977642901
B_cell_Helmink	Signature	Response	Log_regression	Gide	Melanoma	TPM	52	-0.81	1.11	-3.06	1.33	0.464840166981875
B_cell_Helmink	Signature	Response	Log_regression	Jung	Lung	TPM	26	-1.42	1.88	-5.34	2.29	0.450558503187259
B_cell_Helmink	Signature	Response	Log_regression	Kim	Gastric	FPKM	31	-0.03	1.61	-3.23	3.19	0.984888686312852
B_cell_Helmink	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-1.76	0.9	-3.59	-0.03	0.051031855343585
B_cell_Helmink	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	-0.29	0.75	-1.76	1.2	0.699544330052714
B_cell_Helmink	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	-2.72	1.73	-6.37	0.55	0.115793658330985
B_cell_Helmink	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	-1.27	1.63	-4.71	1.88	0.436736309095603
B_cell_Helmink	Signature	Response	Log_regression	Puch	Melanoma	TPM	49	-2.73	1.55	-6.04	0.18	0.0781502601797581
B_cell_Helmink	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-1.63	1.38	-4.49	1.04	0.2364960054095
B_cell_Helmink	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	0.46	1.37	-2.23	3.3	0.736250695596377
B_cell_Helmink	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-1.92	1.76	-5.64	1.44	0.275794242782489
B_cell_Helmink	Signature	Response	Log_regression	VanDenEnde	Esophageal	TPM	32	-0.98	1.14	-3.33	1.21	0.388398166668156
Blood_Response	Signature	OS	COX	Braun	Kidney	TPM	178	0.19	0.3	-0.4	0.78	0.531438188320217
Blood_Response	Signature	OS	COX	Fumet.2	Lung	TPM	43	0.59	0.71	-0.79	1.98	0.400984700215855
Blood_Response	Signature	OS	COX	Gide	Melanoma	TPM	55	-0.88	0.73	-2.31	0.55	0.228116766141611
Blood_Response	Signature	OS	COX	Hugo	Melanoma	FPKM	27	0.6	0.94	-1.23	2.44	0.519384911339481
Blood_Response	Signature	OS	COX	Liu	Melanoma	FPKM	121	-0.98	0.47	-1.89	-0.06	0.0362827326164073
Blood_Response	Signature	OS	COX	Mariathasan	Bladder	TPM	194	0.2	0.27	-0.34	0.73	0.470972506040847
Blood_Response	Signature	OS	COX	Mariathasan	Kidney	TPM	67	0	0.5	-0.98	0.98	0.993735863509895
Blood_Response	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	0.6	1.18	-1.72	2.91	0.613227409859122
Blood_Response	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	1.71	0.82	0.1	3.33	0.0378959771922174
Blood_Response	Signature	OS	COX	Miao.1	Kidney	TPM	33	-0.75	0.9	-2.5	1.01	0.403557646742227
Blood_Response	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-0.6	0.86	-2.28	1.08	0.481984219606504
Blood_Response	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.78	0.7	-2.14	0.59	0.264165049954518
Blood_Response	Signature	OS	COX	Snyder	Ureteral	TPM	25	-0.58	0.93	-2.4	1.24	0.531811002532872
Blood_Response	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-0.84	0.69	-2.2	0.52	0.225944497615066
Blood_Response	Signature	PFS	COX	Braun	Kidney	TPM	178	0.2	0.25	-0.29	0.68	0.424989832661512
Blood_Response	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.69	0.71	-2.08	0.71	0.334463416691108
Blood_Response	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.15	0.55	-1.24	0.93	0.779887633555815
Blood_Response	Signature	PFS	COX	Gide	Melanoma	TPM	55	-0.58	0.58	-1.71	0.55	0.317811292052124
Blood_Response	Signature	PFS	COX	Jung	Lung	TPM	26	-0.59	0.78	-2.13	0.94	0.449471745515395
Blood_Response	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-1.02	0.43	-1.87	-0.18	0.0178749743298415
Blood_Response	Signature	PFS	COX	Miao.1	Kidney	TPM	33	0.89	1.69	-2.42	4.2	0.599092428545369
Blood_Response	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-0.28	0.91	-2.07	1.51	0.763101636329396
Blood_Response	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.51	0.66	-1.79	0.78	0.441085507766907
Blood_Response	Signature	Response	Log_regression	Braun	Kidney	TPM	139	0.34	0.59	-0.81	1.51	0.563301062946591
Blood_Response	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	-0.12	1.36	-2.79	2.66	0.928049967822988
Blood_Response	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-1.06	1.14	-3.44	1.12	0.351991586572972
Blood_Response	Signature	Response	Log_regression	Gide	Melanoma	TPM	52	-1.17	0.97	-3.16	0.69	0.226476885284908
Blood_Response	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	1.92	1.55	-0.98	5.26	0.216293997792496
Blood_Response	Signature	Response	Log_regression	Jung	Lung	TPM	26	-1.38	1.57	-4.65	1.67	0.380486126110041
Blood_Response	Signature	Response	Log_regression	Kim	Gastric	FPKM	31	-1.73	1.23	-4.35	0.57	0.159097468121838
Blood_Response	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-1.63	0.73	-3.11	-0.23	0.0255345278987711
Blood_Response	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	0.57	0.58	-0.56	1.73	0.326115085035644
Blood_Response	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	1.03	1.29	-1.47	3.69	0.42392339868083
Blood_Response	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	-1.91	1.77	-5.62	1.51	0.281707484144106
Blood_Response	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	-0.4	1.41	-3.32	2.38	0.77815763387102
Blood_Response	Signature	Response	Log_regression	Puch	Melanoma	TPM	49	-0.34	1.2	-2.79	2	0.779681419340791
Blood_Response	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-1.99	1.55	-5.27	0.93	0.19763958976636
Blood_Response	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-0.48	1.54	-3.62	2.61	0.755247577749811
Blood_Response	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-0.87	1.51	-4.09	1.98	0.562961682593668
Blood_Response	Signature	Response	Log_regression	VanDenEnde	Esophageal	TPM	32	-0.62	0.94	-2.55	1.2	0.509064068040625
CD8_Jiang	Signature	OS	COX	Braun	Kidney	TPM	178	0.17	0.17	-0.16	0.5	0.308845570362033
CD8_Jiang	Signature	OS	COX	Fumet.2	Lung	TPM	43	-0.35	0.37	-1.07	0.37	0.343714127725211
CD8_Jiang	Signature	OS	COX	Gide	Melanoma	TPM	55	-1.19	0.39	-1.96	-0.42	0.00246998253178956
CD8_Jiang	Signature	OS	COX	Hugo	Melanoma	FPKM	27	0.12	0.56	-0.99	1.22	0.837995241043631
CD8_Jiang	Signature	OS	COX	Hwang	Lung	TPM	21	-0.85	0.74	-2.3	0.59	0.246294214434417
CD8_Jiang	Signature	OS	COX	Liu	Melanoma	FPKM	121	-0.23	0.23	-0.69	0.23	0.318251677490097
CD8_Jiang	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.36	0.16	-0.68	-0.05	0.0217771018775886
CD8_Jiang	Signature	OS	COX	Mariathasan	Kidney	TPM	67	-0.02	0.27	-0.56	0.51	0.931788852541941
CD8_Jiang	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-0.59	0.41	-1.39	0.22	0.153878741982769
CD8_Jiang	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	0.61	0.53	-0.42	1.65	0.245409714522151
CD8_Jiang	Signature	OS	COX	Miao.1	Kidney	TPM	33	0.02	0.37	-0.71	0.75	0.963363736042296
CD8_Jiang	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-0.74	0.42	-1.55	0.08	0.0777427299494379
CD8_Jiang	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.45	0.27	-0.99	0.08	0.0959252617260468
CD8_Jiang	Signature	OS	COX	Snyder	Ureteral	TPM	25	-0.2	0.5	-1.17	0.77	0.686822294920025
CD8_Jiang	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-1.1	0.38	-1.85	-0.35	0.00427117030873317
CD8_Jiang	Signature	PFS	COX	Braun	Kidney	TPM	178	-0.06	0.13	-0.32	0.21	0.672686031729227
CD8_Jiang	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.07	0.32	-0.69	0.55	0.818219058908177
CD8_Jiang	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-1	0.34	-1.67	-0.33	0.00351564928340951
CD8_Jiang	Signature	PFS	COX	Gide	Melanoma	TPM	55	-0.95	0.32	-1.59	-0.32	0.00321474180245259
CD8_Jiang	Signature	PFS	COX	Hwang	Lung	TPM	21	-0.79	0.6	-1.97	0.38	0.186670981553588
CD8_Jiang	Signature	PFS	COX	Jung	Lung	TPM	26	-0.76	0.37	-1.48	-0.04	0.0393719260484535
CD8_Jiang	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.32	0.21	-0.73	0.1	0.132838778415403
CD8_Jiang	Signature	PFS	COX	Miao.1	Kidney	TPM	33	-0.24	0.85	-1.9	1.42	0.776137743386094
CD8_Jiang	Signature	PFS	COX	Snyder	Ureteral	TPM	25	0.05	0.45	-0.84	0.94	0.911533108172828
CD8_Jiang	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.48	0.34	-1.15	0.18	0.150312039533878
CD8_Jiang	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.01	0.32	-0.64	0.61	0.966981767339014
CD8_Jiang	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	0.25	0.6	-0.94	1.44	0.675707694466993
CD8_Jiang	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-2.15	0.83	-3.98	-0.66	0.00921937586996817
CD8_Jiang	Signature	Response	Log_regression	Gide	Melanoma	TPM	52	-1.79	0.57	-3.01	-0.76	0.00158966480533554
CD8_Jiang	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	-0.24	0.68	-1.63	1.11	0.72238414318259
CD8_Jiang	Signature	Response	Log_regression	Jung	Lung	TPM	26	-1.32	0.76	-3.02	0.08	0.0835321185947983
CD8_Jiang	Signature	Response	Log_regression	Kim	Gastric	FPKM	31	-1.98	0.88	-3.95	-0.41	0.0247064804862647
CD8_Jiang	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-0.36	0.35	-1.07	0.33	0.307012404029229
CD8_Jiang	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	-0.68	0.35	-1.37	-0.01	0.0493359164118069
CD8_Jiang	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	-0.4	0.7	-1.83	0.96	0.566485459624932
CD8_Jiang	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	-0.43	0.71	-1.88	0.95	0.545341474777923
CD8_Jiang	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	-0.32	0.69	-1.73	1.03	0.644452995284744
CD8_Jiang	Signature	Response	Log_regression	Puch	Melanoma	TPM	49	-1.59	0.69	-3.06	-0.32	0.0207695844280604
CD8_Jiang	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-0.99	0.64	-2.38	0.2	0.124058124078682
CD8_Jiang	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-0.71	0.84	-2.46	0.92	0.397420643993674
CD8_Jiang	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-0.64	0.71	-2.1	0.75	0.369779829907143
CD8_Jiang	Signature	Response	Log_regression	VanDenEnde	Esophageal	TPM	32	-0.52	0.66	-1.85	0.77	0.429444508692348
CD8_SF	Signature	OS	COX	Braun	Kidney	TPM	178	-0.38	0.28	-0.93	0.16	0.168529298073685
CD8_SF	Signature	OS	COX	Fumet.2	Lung	TPM	43	-0.71	0.7	-2.07	0.66	0.310340144694871
CD8_SF	Signature	OS	COX	Gide	Melanoma	TPM	55	-0.58	0.74	-2.04	0.87	0.432282516457321
CD8_SF	Signature	OS	COX	Hugo	Melanoma	FPKM	27	1.34	1.39	-1.38	4.05	0.335821201757395
CD8_SF	Signature	OS	COX	Liu	Melanoma	FPKM	121	-0.9	0.49	-1.86	0.05	0.0637297637156936
CD8_SF	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.31	0.26	-0.82	0.21	0.241377877178516
CD8_SF	Signature	OS	COX	Mariathasan	Kidney	TPM	67	0.16	0.59	-1	1.32	0.788167337664444
CD8_SF	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-0.23	0.77	-1.73	1.28	0.767097054037157
CD8_SF	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	2.7	0.79	1.15	4.25	0.000634425124926131
CD8_SF	Signature	OS	COX	Miao.1	Kidney	TPM	33	-0.63	0.75	-2.1	0.85	0.404894895564914
CD8_SF	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-0.91	0.73	-2.33	0.52	0.212315573691672
CD8_SF	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.74	0.59	-1.9	0.43	0.216341269441927
CD8_SF	Signature	OS	COX	Snyder	Ureteral	TPM	25	0.6	0.59	-0.55	1.75	0.30870270746931
CD8_SF	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-0.07	0.74	-1.52	1.38	0.919711269742145
CD8_SF	Signature	PFS	COX	Braun	Kidney	TPM	178	-0.52	0.23	-0.97	-0.08	0.0212812456582974
CD8_SF	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.09	0.7	-1.47	1.28	0.893348564069757
CD8_SF	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.89	0.59	-2.04	0.26	0.130266255913404
CD8_SF	Signature	PFS	COX	Gide	Melanoma	TPM	55	-0.56	0.66	-1.86	0.73	0.392823708747882
CD8_SF	Signature	PFS	COX	Jung	Lung	TPM	26	-0.23	1	-2.18	1.73	0.81930908361333
CD8_SF	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.58	0.42	-1.41	0.25	0.168648486384748
CD8_SF	Signature	PFS	COX	Miao.1	Kidney	TPM	33	0.98	1.42	-1.8	3.76	0.488420773969988
CD8_SF	Signature	PFS	COX	Snyder	Ureteral	TPM	25	0.55	0.56	-0.55	1.66	0.32526342311371
CD8_SF	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.98	0.68	-2.32	0.37	0.153632054524166
CD8_SF	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.7	0.53	-1.74	0.33	0.18648185838064
CD8_SF	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	-0.19	1.43	-3.01	2.72	0.894962175641803
CD8_SF	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-2.22	1.2	-4.76	0.04	0.0657337122843893
CD8_SF	Signature	Response	Log_regression	Gide	Melanoma	TPM	52	-0.81	0.99	-2.82	1.11	0.414255984428521
CD8_SF	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	1.39	1.71	-1.9	4.96	0.416291364555322
CD8_SF	Signature	Response	Log_regression	Jung	Lung	TPM	26	-0.68	1.57	-3.86	2.48	0.665102249445198
CD8_SF	Signature	Response	Log_regression	Kim	Gastric	FPKM	31	1.66	1.47	-1.08	4.85	0.257632435807803
CD8_SF	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-1.26	0.75	-2.78	0.19	0.094513324951315
CD8_SF	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	0.88	0.58	-0.23	2.05	0.12984509996442
CD8_SF	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	-1.45	1.5	-4.55	1.44	0.33190562055362
CD8_SF	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	-2.52	1.38	-5.56	-0.02	0.0665478953601669
CD8_SF	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	-0.56	1.16	-2.92	1.73	0.632155171566881
CD8_SF	Signature	Response	Log_regression	Puch	Melanoma	TPM	49	-1.47	1.17	-3.89	0.77	0.205647146186164
CD8_SF	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-2.03	1.29	-4.84	0.36	0.116935538475686
CD8_SF	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	1.2	1.21	-1.08	3.81	0.322345455741373
CD8_SF	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-0.83	1.42	-3.71	2	0.55761675527172
